,CNTSCHID,Region,STRATUM,LANGTEST,PRIVATESCH,SCHLTYPE,STRATIO,SCHSIZE,RATCMP1,RATCMP2,TOTAT,PROATCE,PROAT5AB,PROAT5AM,PROAT6,CLSIZE,CREACTIV,EDUSHORT,STAFFSHORT,STUBEHA,TEACHBEHA,SCMCEG,W_SCHGRNRABWT,W_FSTUWT_SCH_SUM,SENWT
367,72400371,72402,ESP0204,156.0,private,2.0,15.2143,639.0,1.9524,1.0,42.0,0.0,0.0,0.0,0.0119,23.0,2.0,0.3096,0.5116,0.8153,-0.3786,0.3009,4.57396,225.23828,3.32179
368,72400372,72416,ESP9037,156.0,private,2.0,13.9375,446.0,1.0417,1.0,32.0,1.0,,,,23.0,0.0,-0.2376,0.43,-1.1401,-0.5205,-1.0542,2.15068,158.48492,1.56191
369,72400373,72419,ESP9043,156.0,private,2.0,1.2184,53.0,,1.0,43.5,0.2989,0.4828,0.5057,0.1379,28.0,2.0,0.8006,0.21,-1.3196,-2.0409,0.9042,1.0,50.34522,0.72624
370,72400374,72408,ESP0816,156.0,private,1.0,,,,,,,,,,,,2.1861,-0.1776,-1.197,-2.0409,0.9042,5.17173,381.62899,3.75592
371,72400375,72411,ESP1122,156.0,private,2.0,14.8372,957.0,0.4815,1.0,64.5,,,0.6512,0.0155,28.0,2.0,-1.4212,-0.1953,-1.4335,-0.5205,0.9042,5.8,374.18336,4.21219
372,72400376,72415,ESP1532,156.0,public,3.0,,209.0,,,,,,,,28.0,0.0,0.3096,-0.1776,-0.4097,-1.2225,0.1571,1.07859,226.56744,0.78332
373,72400377,72415,ESP1532,156.0,public,3.0,9.0074,608.0,0.8267,1.0,67.5,1.0,1.0,,,23.0,0.0,0.1,0.0131,0.7638,0.3498,-1.0542,1.28628,106.84669,0.93415
374,72400378,72401,ESP9001,156.0,public,3.0,14.7273,810.0,0.3529,1.0,55.0,1.0,1.0,0.0,0.0,28.0,0.0,1.9315,1.872,0.6405,1.2182,0.287,20.86179,1751.5602,15.15067
375,72400379,72416,ESP9037,451.0,private,2.0,16.1522,743.0,1.0,1.0,46.0,0.0543,0.9457,0.9457,,23.0,0.0,-1.4212,-0.5869,-0.8602,-0.6289,0.3009,3.26303,148.61424,2.36974
376,72400380,72416,ESP9034,156.0,public,3.0,7.5944,543.0,0.6667,1.0,71.5,1.0,0.1329,0.8392,0.028,18.0,1.0,-0.3123,1.1514,1.0136,1.4078,0.1571,1.0,67.91424,0.72624
377,72400381,72409,ESP9017,160.0,public,3.0,9.7798,533.0,3.0976,1.0,54.5,,,,0.0,28.0,3.0,0.1,0.3677,-0.628,-0.4678,0.9042,16.88914,1397.8638,12.26557
378,72400382,72413,ESP9026,156.0,public,3.0,15.2,2698.0,0.2541,1.0,177.5,1.0,0.9014,0.0986,0.0282,28.0,0.0,-1.4212,0.2633,2.4905,3.0494,-1.0542,3.56276,675.96165,2.58742
379,72400383,72406,ESP0612,156.0,private,2.0,16.4812,1096.0,0.4878,1.0,66.5,1.0,1.0,0.4135,0.0301,28.0,0.0,0.265,0.43,-0.3925,-0.5205,0.9042,1.02917,86.86778,0.74742
380,72400384,72412,ESP1223,156.0,public,3.0,12.672,1584.0,1.4286,1.0,125.0,0.96,0.04,0.864,0.056,28.0,1.0,0.2681,0.4991,0.8035,0.2785,-1.0542,1.0,149.42721,0.72624
381,72400385,72407,ESP9014,156.0,private,2.0,18.1186,1069.0,1.3077,1.0,59.0,1.0,1.0,0.8814,0.0085,23.0,1.0,-1.4212,0.21,-2.0719,-1.2225,0.1571,4.60326,343.02657,3.34307
382,72400386,72405,ESP0510,156.0,private,1.0,18.6842,355.0,1.5789,1.0,19.0,0.4474,0.5526,0.0,0.0,18.0,3.0,-1.4212,-1.4551,-0.9148,0.6335,0.9042,18.66497,342.24823,13.55525
383,72400387,72402,ESP0203,156.0,public,3.0,8.1135,572.0,0.7536,1.0,70.5,1.0,0.9716,0.8511,0.0426,23.0,2.0,0.4292,0.9218,0.5515,0.6101,0.9042,2.7971,226.02459,2.03136
384,72400388,72408,ESP0815,156.0,public,3.0,11.1765,570.0,0.7031,1.0,51.0,1.0,0.9902,0.0098,0.098,23.0,0.0,-1.4212,-1.4551,-0.1452,-0.1241,0.9042,4.22254,245.33442,3.06658
385,72400389,72412,ESP1223,156.0,public,3.0,7.0857,124.0,2.7692,0.3889,17.5,1.0,1.0,0.0,0.0571,23.0,0.0,1.2048,0.4613,-0.0384,0.2266,0.9042,1.0,29.12558,0.72624
386,72400390,72416,ESP9037,451.0,private,2.0,11.4857,402.0,1.0,1.0,35.0,,0.6571,0.3429,0.0,43.0,0.0,,,-0.6823,-1.2225,0.9042,3.17922,122.07127,2.30888
387,72400391,72414,ESP1430,156.0,public,3.0,8.8391,769.0,0.396,1.0,87.0,1.0,1.0,1.0,0.023,33.0,2.0,0.8006,1.5598,0.5515,-0.1791,0.9042,3.08005,379.48113,2.23686
388,72400392,72410,ESP1019,156.0,public,3.0,8.2435,474.0,0.274,1.0,57.5,1.0,1.0,0.2609,0.0348,23.0,0.0,0.9868,0.6045,0.7745,0.6101,0.287,2.49177,229.13773,1.80962
389,72400393,72405,ESP0509,156.0,public,3.0,9.7681,337.0,0.4444,1.0,34.5,1.0,1.0,0.0,0.0,43.0,2.0,2.455,0.2701,2.0762,1.1314,0.9042,6.94643,435.36549,5.04477
390,72400394,72404,ESP0407,160.0,public,3.0,9.1312,1009.0,0.7714,1.0,110.5,0.9955,,,,23.0,1.0,0.1,0.661,-0.1493,0.352,0.9042,1.80785,195.27766,1.31294
391,72400395,72407,ESP9013,156.0,public,3.0,9.7576,644.0,0.2174,1.0,66.0,,,0.0152,0.0,23.0,2.0,,1.7591,1.4126,1.6299,-1.0542,3.1605,321.75112,2.29528
392,72400396,72404,ESP0408,160.0,private,3.0,13.6471,348.0,1.0,1.0,25.5,1.0,1.0,0.0784,0.0,18.0,1.0,-0.3123,0.1893,-0.2932,-2.0904,0.9042,5.01353,137.25272,3.64103
393,72400397,72408,ESP0815,156.0,public,3.0,11.0118,468.0,0.4167,1.0,42.5,0.9647,0.9647,0.9647,0.0,33.0,1.0,0.8006,1.0953,0.1795,0.6479,-1.0542,4.42361,353.23909,3.2126
394,72400398,72411,ESP1121,474.0,public,3.0,6.5273,359.0,1.0,1.0,55.0,1.0,0.9091,0.0545,0.0364,13.0,2.0,-0.2805,-1.4551,-0.4097,0.2266,-2.436,18.93512,342.67053,13.75144
395,72400399,72416,ESP9037,156.0,private,2.0,15.9451,1451.0,1.0,1.0,91.0,1.0,0.3516,0.6484,0.033,28.0,0.0,-1.4212,-1.4551,-0.0384,0.2266,-1.0542,1.4537,156.09552,1.05574
396,72400400,72413,ESP9026,156.0,public,3.0,11.5942,400.0,2.6316,1.0,34.5,1.0,1.0,0.1449,0.0,28.0,2.0,0.7566,0.9218,1.3545,0.5395,-1.0542,12.03272,562.11721,8.73864
397,72400401,72401,ESP0101,156.0,public,3.0,10.8696,750.0,0.3226,,69.0,1.0,1.0,0.029,0.029,28.0,0.0,0.0686,-0.2968,-0.0956,-0.1274,-1.0542,12.30695,1500.60928,8.9378
398,72400402,72414,ESP1431,156.0,private,2.0,11.3636,250.0,0.5085,1.0,22.0,1.0,1.0,1.0,0.0,53.0,0.0,-1.4212,0.6736,-0.3856,-1.2225,0.9042,5.35095,356.98972,3.88607
399,72400403,72413,ESP9025,156.0,public,3.0,14.4699,1201.0,0.7273,1.0,83.0,1.0,0.0241,0.9036,0.0723,28.0,1.0,-0.9432,0.0131,0.1795,0.2266,-0.3006,2.33182,377.45053,1.69346
400,72400404,72417,ESP1738,156.0,public,3.0,10.2551,1005.0,0.2222,1.0,98.0,1.0,0.9184,0.0816,0.0204,28.0,2.0,0.4292,0.8371,0.8153,-0.5079,0.9042,12.24203,975.87289,8.89065
401,72400405,72406,ESP0611,156.0,public,3.0,9.7372,667.0,2.5,1.0,68.5,,0.9708,,0.0292,28.0,0.0,0.4292,0.028,0.1795,-0.7634,-0.3006,1.0,115.16913,0.72624
402,72400406,72411,ESP1121,474.0,public,3.0,9.1957,423.0,0.7895,1.0,46.0,1.0,1.0,0.9565,0.0,23.0,1.0,1.2478,0.43,0.1795,0.7185,-2.1947,5.84761,386.86102,4.24677
403,72400407,72408,ESP0815,156.0,public,3.0,9.2987,358.0,0.25,1.0,38.5,,,,0.026,28.0,1.0,1.7773,-1.4551,0.8423,-0.7634,0.3009,6.19306,424.42629,4.49764
404,72400408,72405,ESP0510,156.0,private,1.0,20.8091,2289.0,1.5267,1.0,110.0,0.0,0.0,0.4,0.0,53.0,2.0,-0.113,-0.1776,-0.9505,-0.5488,0.9042,3.26637,352.76787,2.37217
405,72400409,72411,ESP1121,474.0,public,3.0,9.9672,304.0,0.9796,1.0,30.5,1.0,0.1148,0.8852,0.0328,13.0,1.0,-0.0784,-0.0879,1.0522,0.6479,0.9042,7.50259,407.41292,5.44868
406,72400410,72413,ESP9026,156.0,public,3.0,,,,1.0,32.5,1.0,0.0,1.0,0.0615,23.0,0.0,-0.0672,1.872,1.7012,0.3593,0.9042,10.12276,519.64128,7.35155
407,72400411,72410,ESP1020,,private,,,,,,,,,,,,,,,,,,2.48546,200.90892,1.80504
408,72400412,72407,ESP9014,156.0,private,1.0,15.2857,642.0,1.0455,1.0,42.0,1.0,1.0,0.0,0.0,23.0,2.0,-0.6884,0.8371,-0.0871,-0.1274,0.9042,6.77461,338.2651,4.91999
409,72400413,72416,ESP9034,156.0,public,3.0,8.4749,1517.0,0.7292,1.0,179.0,1.0,0.7905,0.1872,0.0223,23.0,3.0,-1.4212,-0.1953,0.2773,0.2266,-0.6263,1.05064,64.61807,0.76302
410,72400414,72417,ESP9039,156.0,private,2.0,15.2245,373.0,1.0,1.0,24.5,,,0.0,0.0,23.0,0.0,0.4997,0.028,-0.9148,-1.2225,0.9042,21.34345,549.34624,15.50047
411,72400415,72415,ESP1532,156.0,public,3.0,8.8741,599.0,0.3514,1.0,67.5,1.0,1.0,1.0,,28.0,2.0,-1.4212,-1.4551,0.4651,-0.4415,0.9042,1.17194,103.69383,0.85111
412,72400416,72411,ESP1122,156.0,private,2.0,15.425,617.0,0.7949,1.0,40.0,0.0,0.0,0.0,0.025,38.0,0.0,0.1,1.6509,-0.4034,0.5276,0.9042,7.424,378.55952,5.39161
413,72400417,72411,ESP1122,156.0,private,,13.5789,516.0,0.6579,1.0,38.0,1.0,1.0,0.0789,0.0,38.0,2.0,-0.6344,0.2964,-1.6198,-2.0409,0.9042,8.8381,307.26242,6.41858
414,72400418,72417,ESP1738,608.0,public,3.0,10.4375,668.0,0.4587,1.0,64.0,1.0,1.0,0.0469,0.0469,28.0,1.0,2.9595,1.5435,0.3762,0.975,-2.1866,7.54109,922.68878,5.47664
415,72400419,72412,ESP1224,156.0,private,2.0,19.982,1109.0,0.7377,1.0,55.5,0.4505,0.5315,,0.036,28.0,2.0,-0.4413,-1.4551,-0.1692,-0.1274,0.3009,1.0,72.91835,0.72624
416,72400420,72413,ESP9029,156.0,private,1.0,2.6316,25.0,0.52,1.0,9.5,1.0,,,,23.0,3.0,-0.2376,-1.4551,-2.0719,-2.0409,-0.1868,8.41081,203.53779,6.10827
417,72400421,72413,ESP9026,156.0,public,3.0,14.4426,881.0,0.6294,1.0,61.0,1.0,1.0,1.0,0.1639,28.0,1.0,0.0259,-0.5869,-1.394,-0.9173,-0.1868,3.81877,613.39007,2.77334
418,72400422,72411,ESP1121,156.0,public,3.0,9.6667,551.0,0.6977,1.0,57.0,1.0,1.0,0.9649,0.0,28.0,0.0,0.0686,0.21,0.3623,-0.5079,0.9042,4.84924,404.07984,3.52171
419,72400423,72417,ESP1739,156.0,private,1.0,10.6667,304.0,25.0,1.0,28.5,1.0,0.5088,0.4912,0.0351,18.0,3.0,-0.949,-0.1953,-0.9148,0.2785,-0.3006,42.6869,750.90146,31.00094
420,72400424,72416,ESP9036,156.0,private,2.0,13.7049,836.0,1.0,1.0,61.0,1.0,0.9918,,0.0164,23.0,1.0,-1.4212,-0.1953,-0.6364,0.5365,0.9042,3.16286,175.84137,2.29699
421,72400425,72414,ESP9031,156.0,private,2.0,14.9697,741.0,1.12,1.0,49.5,0.9495,0.9495,0.3636,0.0404,23.0,1.0,0.1,1.5598,-0.0384,0.9229,-0.1764,7.51681,199.45821,5.45901
422,72400426,72405,ESP0509,156.0,public,3.0,10.0373,808.0,0.5469,1.0,80.5,,,,,33.0,0.0,1.2048,0.4487,0.7302,0.6101,-1.0542,5.25676,434.56099,3.81767
423,72400427,72413,ESP9029,156.0,private,1.0,7.9636,438.0,0.5,1.0,55.0,0.0,0.0,0.4909,0.0545,18.0,3.0,-1.4212,-1.4551,-2.0719,-2.0409,0.9042,4.2054,136.30864,3.05413
424,72400428,72402,ESP0203,156.0,public,3.0,11.1351,824.0,1.0884,1.0,74.0,0.973,,,0.027,28.0,1.0,0.1,0.2833,0.3235,-0.8267,-1.2021,1.37249,222.62511,0.99676
425,72400429,72404,ESP9008,160.0,private,2.0,1.0,38.0,1.0,1.0,41.5,1.0,0.494,0.506,0.0,38.0,1.0,-1.4212,-0.0097,-0.883,-1.5831,0.9042,5.01353,197.03194,3.64103
426,72400430,72413,ESP9029,156.0,private,1.0,13.3333,2060.0,0.2424,1.0,154.5,0.8479,0.5178,0.4434,0.0388,23.0,1.0,-0.6483,0.43,0.1795,0.2266,0.9042,1.3111,214.9359,0.95217
427,72400431,72407,ESP9014,156.0,private,2.0,13.9535,300.0,1.5,1.0,21.5,0.9535,0.0465,0.0,0.0,13.0,2.0,0.1,-0.1776,-0.3932,-0.1695,0.287,13.54922,263.83794,9.83999
428,72400432,72413,ESP9029,156.0,private,1.0,14.4286,1212.0,0.4125,1.0,84.0,1.0,1.0,,,28.0,0.0,0.4591,-0.1776,-0.4598,-0.5079,-0.1764,2.75168,219.59017,1.99838
429,72400433,72404,ESP0407,160.0,public,3.0,8.9859,638.0,0.241,1.0,71.0,0.0845,1.0,,0.0,23.0,0.0,0.4292,-0.0879,1.0572,0.6584,0.9042,2.50486,197.34911,1.81913
430,72400434,72416,ESP9036,156.0,private,2.0,,,,1.0,,,,,,18.0,0.0,-0.2376,0.4613,0.1795,-1.2225,0.9042,2.85176,186.35497,2.07106
431,72400435,72411,ESP1122,474.0,private,2.0,16.9444,305.0,1.1905,1.0,18.0,1.0,0.5278,0.2222,0.0,28.0,0.0,0.1,-1.4551,-2.0719,-1.419,0.9042,17.67619,393.42915,12.83716
432,72400436,72405,ESP9009,156.0,public,3.0,12.9778,292.0,0.875,0.7143,22.5,1.0,1.0,1.0,0.0444,23.0,1.0,-0.3123,0.5116,-0.0956,1.2182,0.287,9.2619,337.56325,6.72637
433,72400437,72403,ESP0305,156.0,public,3.0,7.4615,194.0,0.75,1.0,26.0,1.0,1.0,0.1923,0.0385,23.0,0.0,1.2048,0.8371,0.1795,-0.1274,0.9042,2.38519,141.16451,1.73222
434,72400438,72406,ESP0611,156.0,public,3.0,8.7719,500.0,0.9861,1.0,57.0,1.0,1.0,0.6842,0.0614,23.0,0.0,-1.4212,0.436,-0.0956,0.9355,0.287,1.2089,91.18075,0.87795
435,72400439,72402,ESP0203,156.0,public,3.0,8.5939,709.0,0.7,1.0,82.5,1.0,1.0,,,18.0,2.0,-0.6483,-0.1953,0.8826,0.9355,0.1571,1.97295,212.60997,1.43284
436,72400440,72411,ESP1121,156.0,public,3.0,,,,1.0,79.5,1.0,1.0,,,28.0,1.0,1.2478,0.4487,1.0522,0.9355,0.9042,6.9761,385.55721,5.06632
437,72400441,72402,ESP0203,156.0,public,3.0,10.4706,623.0,0.3913,1.0,59.5,1.0,1.0,0.0,0.0336,28.0,2.0,1.4743,1.1028,0.1795,-0.9138,-0.5083,2.23203,218.65919,1.62099
438,72400442,72404,ESP0407,160.0,public,3.0,9.3889,845.0,0.6612,1.0,90.0,,,,,23.0,0.0,-0.4526,0.8371,-0.7363,-0.1459,-1.0542,1.45387,209.5977,1.05586
439,72400443,72414,ESP1430,156.0,public,3.0,12.2716,994.0,0.4478,1.0,81.0,1.0,1.0,,0.0617,28.0,0.0,2.1284,1.5435,0.6058,-0.7833,-0.061,2.40063,320.02592,1.74343
440,72400444,72414,ESP1430,156.0,public,3.0,11.3636,1000.0,0.3521,1.0,88.0,1.0,1.0,0.1136,0.0795,28.0,2.0,1.2478,-0.5869,0.1795,-0.4289,0.9042,2.3155,309.17566,1.68161
441,72400445,72413,ESP9029,156.0,private,1.0,14.7568,1365.0,1.3361,1.0,92.5,1.0,0.9784,0.4216,0.0108,33.0,1.0,-1.4212,0.028,-0.525,0.933,-0.1764,1.97245,245.82652,1.43247
442,72400446,72416,ESP9036,156.0,private,2.0,16.7634,1559.0,0.8911,1.0,93.0,0.9892,0.9892,0.0,0.0,28.0,2.0,-0.949,0.9218,-0.5715,-0.1695,0.9042,2.52112,171.66446,1.83094
443,72400447,72413,ESP9028,156.0,private,,16.2615,1057.0,0.4167,1.0,65.0,1.0,0.9846,,0.0154,53.0,0.0,-1.4212,-0.5869,-1.4545,0.6421,0.9042,9.69209,700.12802,7.03878
444,72400448,72405,ESP0509,156.0,public,3.0,10.7376,757.0,1.6216,1.0,70.5,1.0,0.9929,0.1135,0.0567,28.0,0.0,1.6863,1.8811,1.3545,-0.1274,0.9042,4.63095,477.92242,3.36318
445,72400449,72406,ESP0611,156.0,public,3.0,8.3382,567.0,1.0,1.0,68.0,1.0,1.0,,0.0588,23.0,3.0,-0.4941,0.028,-0.3261,0.2266,-1.0542,1.22667,101.47497,0.89086
446,72400450,72414,ESP9030,156.0,public,3.0,9.4253,410.0,0.3125,1.0,43.5,1.0,0.9425,0.0575,0.0,23.0,3.0,1.6473,1.995,1.2846,-2.0409,0.9042,6.27857,402.14295,4.55975
447,72400451,72413,ESP9028,156.0,private,2.0,15.3509,875.0,0.6849,1.0,57.0,1.0,0.6053,0.3947,0.0,28.0,0.0,0.3096,-0.1776,-0.7293,-0.9173,0.9042,10.09039,657.1453,7.32805
448,72400452,72413,ESP9029,156.0,private,1.0,16.1067,1208.0,0.4,1.0,75.0,1.0,0.5,0.4333,0.0667,33.0,1.0,0.4292,0.2633,-0.6364,-0.3913,0.1329,2.18516,213.96391,1.58695
449,72400453,72401,ESP9001,156.0,public,3.0,10.6835,422.0,0.25,1.0,39.5,1.0,0.8228,0.1772,0.0253,48.0,3.0,-0.2805,0.8371,-0.9505,0.2266,0.9042,25.91919,1628.44581,18.82356
450,72400454,72413,ESP9029,156.0,private,1.0,8.6852,469.0,0.8621,1.0,54.0,1.0,0.4907,0.5093,0.0,28.0,3.0,-0.6884,0.4487,-0.8602,1.1221,0.9042,4.2054,115.61216,3.05413
451,72400455,72401,ESP9002,156.0,private,2.0,18.15,363.0,0.8,1.0,20.0,0.7,0.7,0.225,0.05,28.0,0.0,-1.4212,0.4613,-1.1401,-2.0409,0.9042,82.67687,2052.42431,60.04326
452,72400456,72410,ESP1019,156.0,public,3.0,10.8527,700.0,1.0638,1.0,64.5,1.0,1.0,0.9612,0.031,28.0,1.0,-0.1445,-1.4551,-0.3856,-0.5205,0.9042,1.9407,198.52801,1.40942
453,72400457,72416,ESP9036,451.0,private,2.0,17.13,1713.0,1.0,1.0,100.0,1.0,1.0,0.465,0.0,53.0,3.0,-0.6884,0.661,0.1795,-0.5205,0.9042,1.39166,180.54001,1.01068
454,72400458,72415,ESP1532,156.0,public,3.0,9.0893,509.0,0.5657,1.0,56.0,,,0.0536,0.0714,23.0,2.0,1.6863,1.5435,-0.0384,0.933,-1.0542,1.30216,110.31179,0.94568
455,72400459,72412,ESP1224,156.0,private,2.0,18.1375,1451.0,0.3626,1.0,80.0,1.0,1.0,1.0,0.0,28.0,0.0,-1.4212,0.6676,-0.0956,0.9355,-0.1764,1.0,92.01044,0.72624
456,72400460,72405,ESP0509,156.0,public,3.0,8.9412,228.0,0.9545,1.0,25.5,1.0,1.0,0.9412,0.0784,23.0,0.0,-1.4212,0.355,1.0136,0.6564,0.9042,7.33962,240.68722,5.33033
457,72400461,72404,ESP0407,160.0,public,3.0,9.0,693.0,0.2991,1.0,77.0,1.0,,,,28.0,1.0,1.2048,2.1075,0.566,0.3858,0.9042,1.70412,183.74477,1.2376
458,72400462,72416,ESP9036,156.0,private,2.0,12.9855,448.0,1.25,1.0,34.5,0.5217,,,0.029,28.0,1.0,0.265,0.2765,-0.9505,-2.0409,0.9042,6.56442,135.73988,4.76734
459,72400463,72413,ESP9026,156.0,public,3.0,13.6429,764.0,0.2778,1.0,56.0,0.9286,1.0,,0.0179,28.0,1.0,1.6863,1.872,0.2773,0.9355,0.9042,6.85735,636.69031,4.98009
460,72400464,72410,ESP1019,156.0,public,3.0,,,,1.0,26.5,1.0,0.2264,0.7736,0.0,23.0,0.0,-0.1098,-0.614,-0.0956,-0.5205,0.9042,4.48518,202.1013,3.25732
461,72400465,72415,ESP1532,156.0,public,3.0,7.6774,119.0,0.7813,1.0,15.5,1.0,1.0,0.129,0.0645,18.0,2.0,-1.4212,0.0131,0.1795,-0.1274,0.9042,2.91316,98.81339,2.11565
462,72400466,72415,ESP1533,156.0,private,2.0,16.1061,1973.0,0.3125,1.0,122.5,1.0,0.502,0.4571,0.0408,23.0,3.0,-1.4212,-0.5869,-0.0384,0.5365,0.9042,1.22874,121.38397,0.89236
463,72400467,72416,ESP9036,156.0,private,2.0,12.4,310.0,1.0,1.0,25.0,,,0.4,0.0,28.0,0.0,0.5535,0.21,-0.3261,-1.2356,0.9042,3.28221,84.7817,2.38367
464,72400468,72412,ESP1224,156.0,private,2.0,12.7273,700.0,0.4,1.0,55.0,0.3636,0.3636,0.2727,,43.0,3.0,1.2521,-0.0097,-1.1797,-0.9173,0.9042,1.0,44.46305,0.72624
465,72400469,72403,ESP0306,156.0,private,2.0,1.0278,37.0,1.0,1.0,36.0,0.5556,0.4444,0.0,0.0,18.0,0.0,-1.4212,0.122,-1.2585,-0.9033,0.1329,3.34712,125.93167,2.43081
466,72400470,72410,ESP1019,156.0,public,3.0,9.0,594.0,0.5,1.0,66.0,0.9242,0.9545,0.0606,0.0303,23.0,1.0,0.4215,-1.4551,-0.0384,-0.1306,0.9042,2.92512,208.2682,2.12434
467,72400471,72402,ESP0203,156.0,public,3.0,9.7349,808.0,0.3774,,83.0,1.0,1.0,0.9639,0.0361,28.0,1.0,0.1,-0.0963,-0.5076,-2.0409,-1.0542,2.32601,234.90953,1.68924
468,72400472,72402,ESP0204,156.0,private,2.0,12.8621,373.0,0.7576,1.0,29.0,1.0,1.0,0.5517,0.0,18.0,2.0,0.7889,1.872,-2.0719,-0.5079,0.9042,5.22738,161.79257,3.79633
469,72400473,72416,ESP9036,156.0,private,,,,,,,,,,,23.0,1.0,0.4698,-0.1776,,,,1.91162,179.2284,1.38829
470,72400474,72405,ESP0509,156.0,public,3.0,8.0964,336.0,0.7143,1.0,41.5,,,,,18.0,1.0,-1.4212,-1.4551,-1.394,0.2136,0.9042,9.04651,373.12562,6.56994
471,72400475,72409,ESP9018,160.0,private,1.0,12.48,312.0,1.0,1.0,25.0,1.0,0.96,0.28,0.0,23.0,1.0,0.4399,-1.4551,-0.1493,-2.0904,0.9042,35.43929,860.91914,25.73743
472,72400476,72407,ESP9013,156.0,public,3.0,9.6082,466.0,1.1077,1.0,48.5,1.0,1.0,,0.0619,23.0,0.0,0.8339,-0.1776,-0.7293,-0.0452,0.9042,4.81976,364.05334,3.50031
473,72400477,72416,ESP9037,451.0,private,2.0,11.7228,592.0,0.5,1.0,50.5,1.0,1.0,1.0,0.0,13.0,2.0,1.4783,0.8242,-0.8909,-1.2356,0.9042,3.17922,97.25458,2.30888
474,72400478,72413,ESP9029,,private,,,,,,,,,,,,,,,,,,2.62219,154.078,1.90434
475,72400479,72413,ESP9025,156.0,public,3.0,14.7887,1050.0,0.4,,71.0,0.9789,0.9789,0.8873,0.0141,33.0,1.0,0.5886,1.872,0.1795,1.3992,-1.0542,3.10909,408.32988,2.25795
476,72400480,72416,ESP9037,451.0,private,2.0,16.1564,1963.0,1.0,1.0,121.5,,,,0.0329,53.0,1.0,-1.4212,-0.5869,-2.0719,-2.0409,0.9042,1.17164,147.55403,0.85089
477,72400481,72416,ESP9036,156.0,private,2.0,15.9778,719.0,0.7813,1.0,45.0,,,0.2,,18.0,0.0,0.4292,0.4427,-1.2585,0.5395,-1.5648,3.28221,99.24529,2.38367
478,72400482,72417,ESP1739,156.0,private,2.0,17.1351,1268.0,0.6118,1.0,74.0,1.0,0.4662,0.5338,0.0135,23.0,1.0,1.2478,0.4487,-0.0384,-0.9033,0.9042,10.42355,861.00029,7.57
479,72400483,72401,ESP9001,156.0,public,3.0,11.8095,620.0,0.3182,1.0,52.5,,,,0.0952,33.0,1.0,-0.2692,0.6924,0.1795,-0.1274,-1.0542,19.00741,1600.91782,13.80394
480,72400484,72406,ESP0611,156.0,public,3.0,8.5495,778.0,0.44,1.0,91.0,1.0,1.0,0.0,0.0,23.0,0.0,0.4292,0.889,0.1795,0.6101,-1.0542,1.0,131.49335,0.72624
481,72400485,72401,ESP9002,156.0,private,2.0,19.6667,354.0,0.625,1.0,18.0,0.0,1.0,0.0278,0.0,23.0,1.0,-0.4447,-0.2968,-2.0719,-2.0409,0.9042,41.33844,1087.51126,30.02163
482,72400486,72402,ESP9004,156.0,private,2.0,15.2099,616.0,0.9565,1.0,40.5,1.0,1.0,0.3457,0.0,23.0,0.0,0.0969,-0.1776,-0.4515,-0.1274,0.287,4.14245,194.12722,3.00842
483,72400487,72416,ESP9037,451.0,private,2.0,,,,,,,,,,,,-1.4212,-0.1776,-0.8443,-1.0536,0.9042,3.26303,154.68724,2.36974
484,72400488,72403,ESP0305,156.0,public,3.0,10.1775,860.0,1.2414,1.0,84.5,1.0,1.0,0.1893,0.0178,23.0,0.0,,,0.1795,0.4883,-0.4859,1.06008,151.79756,0.76987
485,72400489,72411,ESP1122,156.0,private,,17.0411,622.0,0.4545,1.0,36.5,0.1507,0.0822,0.0548,0.0411,23.0,1.0,1.2478,0.6924,-0.4684,-0.5111,0.287,8.8381,350.65184,6.41858
486,72400490,72416,ESP9036,156.0,private,,14.4444,845.0,0.5085,1.0,58.5,1.0,0.6068,0.3932,0.0,28.0,1.0,-0.9432,-0.5869,-1.1401,-0.5111,0.1329,2.71808,185.67747,1.97398
487,72400491,72413,ESP9028,156.0,private,,,1109.0,0.5,1.0,,,,,,28.0,2.0,-0.9432,0.4284,-1.4545,-0.1274,0.9042,7.51631,654.39156,5.45865
488,72400492,72414,ESP1431,156.0,private,2.0,16.0494,1300.0,0.3704,1.0,81.0,1.0,,,0.0,28.0,1.0,-0.6884,0.21,-0.0384,-1.2225,0.9042,3.85007,296.51353,2.79608
489,72400493,72402,ESP0204,156.0,private,2.0,12.5581,270.0,1.0,1.0,21.5,1.0,0.5116,0.4419,0.0,13.0,0.0,1.2478,2.1075,0.6058,-0.1274,0.1571,10.45476,142.20331,7.59267
490,72400494,72406,ESP0612,156.0,private,2.0,11.12,556.0,0.5714,1.0,50.0,1.0,0.9,0.6,0.0,33.0,2.0,0.4621,1.5435,-0.2686,0.8715,0.9042,1.76429,60.16054,1.2813
491,72400495,72403,ESP0305,156.0,public,3.0,9.7062,1024.0,0.7937,1.0,105.5,,0.7488,0.7299,0.019,23.0,1.0,1.2478,0.5116,0.7227,1.4249,-0.4859,1.96043,112.06316,1.42374
492,72400496,72414,ESP1430,156.0,public,3.0,11.9818,659.0,0.2809,1.0,55.0,1.0,0.0273,0.0273,0.0727,23.0,0.0,0.3066,0.9285,1.4115,1.6385,-0.6263,3.10939,271.05227,2.25816
